review_id,source_type,platform,review_date,user_id,review_title,review_text,rating,helpful_count,condition,sentiment_label,contains_benefit_mention,contains_side_effect_mention,contains_trade_off_language
REV_000574,Review_Platform,WebMD,05-01-2024,reviewer_430,Highly effective medication,"After over a year using Ozempic for Weight Loss, here's my honest review:

The positives: lost 28 lbs so far and people are starting to notice. My clothes fit better and I have more energy my glucose readings are consistently in normal range now. My doctor is very pleased with these results

Challenges I've faced: the fatigue during the first week was intense. It's affecting my daily life.

I'm managing by adjusting my meal timing. I'd take these side effects over where I was before any day. My quality of life has improved despite the side effects.

I'm glad my doctor suggested this medication.",4,115,Weight Loss,positive,1,1,1
REV_000575,Review_Platform,Drugs.com,28-07-2022,reviewer_280,Difficult to tolerate,"Started Ozempic 7 months ago prescribed by my doctor for Type 2 Diabetes.

However, the side effects have been significant. I feel more tired than usual, especially after injection day. It's been quite challenging.

The side effects are too much for me to continue long-term.",2,54,Type 2 Diabetes,negative,0,1,0
REV_000576,Review_Platform,Drugs.com,14-10-2024,reviewer_285,Highly effective medication,"I've been taking Ozempic for 7 months for Weight Loss.

On the plus side: 48 pounds gone and I feel like a different person. My clothes fit better and I have more energy

Challenges I've faced: diarrhea is manageable but definitely inconvenient. This is my biggest complaint.

I'm managing by prescription anti-nausea meds. The trade-off is worth it when I see the progress. The improvements in my health markers make it worthwhile.

Despite the side effects, this has been worth it for me.",4,11,Weight Loss,positive,1,1,1
REV_000577,Review_Platform,WebMD,08-10-2024,reviewer_180,Highly effective medication,"Started Ozempic 4 months ago prescribed by my doctor for Weight Loss. I'm 32 years old and have struggled with obesity for years.

Benefits I've experienced: the food noise in my head is completely gone I'm down 22 pounds and my clothes are fitting so much better. I feel more confident and healthier

I'm glad my doctor suggested this medication.",4,89,Weight Loss,positive,1,0,0
REV_000578,Review_Platform,WebMD,26-02-2022,reviewer_26,Difficult to tolerate,"After 8 months using Ozempic for Weight Loss, here's my honest review: I'm 46 years old and have struggled with weight issues for years.

The negative aspects: I do get waves of nausea that can be intense. Some days are worse than others the constipation is uncomfortable and persistent. This has been difficult to manage.

The side effects are too much for me to continue long-term.",2,37,Weight Loss,negative,0,1,0
REV_000579,Review_Platform,WebMD,21-05-2024,reviewer_22,Mixed results,"My endocrinologist put me on Ozempic 4 months ago for Type 2 Diabetes.

On the plus side: 28 pounds gone and I feel like a different person. I feel more confident and healthier the food noise in my head is completely gone

Side effects I'm dealing with: getting headaches that I didn't have before. This is my biggest complaint.

I'm managing by taking it before bed so I sleep through the worst.

Would I recommend it? Yes, but with reservations.",3,147,Type 2 Diabetes,mixed,1,1,0
REV_000580,Review_Platform,Drugs.com,08-11-2024,reviewer_411,Highly effective medication,"I've been taking Ozempic for 7 months for Type 2 Diabetes.

On the plus side: the scale shows 32 pounds down and I'm not even trying that hard. My clothes fit better and I have more energy

Side effects I'm dealing with: I do get waves of nausea that can be intense. It's been quite challenging.

Honestly, it's a small price to pay for these results. My quality of life has improved despite the side effects.

I'm glad my doctor suggested this medication.",5,30,Type 2 Diabetes,positive,1,1,1
REV_000581,Review_Platform,Drugs.com,29-11-2023,reviewer_185,Difficult to tolerate,"Been on this medication for a month now treating Type 2 Diabetes. As a 38-year-old with type 2 diabetes, this has been life-changing.

However, the side effects have been significant. hair loss is starting to worry me honestly. This has been difficult to manage.

I'm not sure this medication is right for me.",2,119,Type 2 Diabetes,negative,0,1,0
REV_000582,Review_Platform,Drugs.com,09-08-2023,reviewer_133,Mixed results,"After 8 months using Ozempic for Weight Loss, here's my honest review:

The positives: I've lost 18 pounds and honestly I can't believe it. This is the most I've ever lost on any medication the constant cravings have disappeared

The drawbacks: getting headaches that I didn't have before. This has been difficult to manage.

I'm managing by adjusting my meal timing.

Everyone's experience is different, but this is mine.",3,107,Weight Loss,mixed,1,1,0
REV_000583,Review_Platform,Drugs.com,17-07-2023,reviewer_404,Highly effective medication,"After 4 months using Ozempic for Type 2 Diabetes, here's my honest review: Background: 38F, insulin resistance diagnosis about 3 years ago.

What's worked well: blood sugar levels are finally stable - went from 9.0 to 6.4. My doctor is very pleased with these results

The negative aspects: exhaustion hits me in waves throughout the week. This has been difficult to manage.

I'm managing by anti-nausea medication from my doctor. I'd take these side effects over where I was before any day. This medication has given me hope for better health.

I would recommend this to others dealing with similar health issues.",5,137,Type 2 Diabetes,positive,1,1,1
REV_000584,Review_Platform,WebMD,21-11-2024,reviewer_234,Mixed results,"My endocrinologist put me on Ozempic half a year ago for Weight Loss.

Benefits I've experienced: my glucose readings are consistently in normal range now. My doctor is very pleased with these results

Would I recommend it? Not sure yet, still adjusting.",3,42,Weight Loss,mixed,1,0,0
REV_000585,Review_Platform,Drugs.com,13-06-2022,reviewer_327,Difficult to tolerate,"Been on this medication for half a year now treating Weight Loss. I'm 58 years old and have struggled with type 2 diabetes for years.

The drawbacks: tiredness is a real issue I'm working through. It's been quite challenging.

The side effects are too much for me to continue long-term.",1,90,Weight Loss,negative,0,1,0
REV_000586,Review_Platform,Drugs.com,01-12-2022,reviewer_366,Highly effective medication,"My endocrinologist put me on Ozempic 8 months ago for Type 2 Diabetes.

Benefits I've experienced: blood sugar control is the best it's been in years. I feel much more stable throughout the day

The drawbacks: the fatigue during the first week was intense. Some days are worse than others the constipation is uncomfortable and persistent. This has been difficult to manage.

I'm managing by crackers and bland foods. Honestly, it's a small price to pay for these results.

I'm glad my doctor suggested this medication.",4,148,Type 2 Diabetes,positive,1,1,1
REV_000587,Review_Platform,WebMD,07-01-2023,reviewer_483,Difficult to tolerate,"Been on this medication for 8 months now treating Type 2 Diabetes. Background: 42F, weight issues diagnosis about 3 years ago.

The benefits don't outweigh the challenges for me personally.",1,12,Type 2 Diabetes,negative,0,0,0
REV_000588,Review_Platform,Drugs.com,10-01-2023,reviewer_318,Highly effective medication,"My endocrinologist put me on Ozempic almost a year ago for Type 2 Diabetes.

The positives: the weight is literally melting off - down 52 lbs already. This is the most I've ever lost on any medication

Side effects I'm dealing with: reflux symptoms are more pronounced now. This is my biggest complaint.

I'm managing by anti-nausea medication from my doctor. The benefits far outweigh the side effects in my opinion.

Overall, I'm very satisfied and plan to continue.",4,148,Type 2 Diabetes,positive,1,1,1
REV_000589,Review_Platform,WebMD,08-02-2023,reviewer_320,Mixed results,"After 5 months using Ozempic for Weight Loss, here's my honest review:

What's worked well: blood sugar control is the best it's been in years. No more scary blood sugar spikes

The negative aspects: dealing with persistent nausea - some days are worse than others. It's been quite challenging tiredness is a real issue I'm working through. This has been difficult to manage.

Would I recommend it? Absolutely.",3,34,Weight Loss,mixed,1,1,0
REV_000590,Review_Platform,Drugs.com,06-09-2023,reviewer_280,Mixed results,"I've been taking Ozempic for 3 months for Type 2 Diabetes. I'm 42 years old and have struggled with type 2 diabetes for years.

What's worked well: I'm finally not thinking about food 24/7

Challenges I've faced: noticing my hair is thinning a bit which is concerning. This is my biggest complaint.

I'm managing by prescription anti-nausea meds.

Would I recommend it? Not sure yet, still adjusting.",3,80,Type 2 Diabetes,mixed,1,1,0
REV_000591,Review_Platform,WebMD,24-12-2024,reviewer_300,Highly effective medication,"Started Ozempic 5 months ago prescribed by my doctor for Type 2 Diabetes.

Benefits I've experienced: lost 32 lbs so far and people are starting to notice. This is the most I've ever lost on any medication

However, the side effects have been significant. the nausea is pretty rough, especially in the first few days after injection. This is my biggest complaint.

The trade-off is worth it when I see the progress.

Overall, I'm very satisfied and plan to continue.",5,93,Type 2 Diabetes,positive,1,1,1
REV_000592,Review_Platform,WebMD,01-01-2024,reviewer_376,Difficult to tolerate,"After 3 months using Ozempic for Type 2 Diabetes, here's my honest review: As a 38-year-old with weight issues, this has been life-changing.

The drawbacks: bathroom trips are more frequent with some diarrhea. This has been difficult to manage.

Consult carefully with your doctor about potential side effects.",1,14,Type 2 Diabetes,negative,0,1,0
REV_000593,Review_Platform,Drugs.com,08-05-2024,reviewer_224,Difficult to tolerate,"Been on this medication for half a year now treating Weight Loss.

The positives: the food noise in my head is completely gone

Side effects I'm dealing with: the constipation is uncomfortable and persistent. It's been quite challenging.

I'm managing by taking it before bed so I sleep through the worst.

Consult carefully with your doctor about potential side effects.",2,121,Weight Loss,negative,0,1,0
REV_000594,Review_Platform,Drugs.com,08-08-2022,reviewer_247,Highly effective medication,"My endocrinologist put me on Ozempic a month ago for Weight Loss.

What's worked well: the scale shows 32 pounds down and I'm not even trying that hard. My clothes fit better and I have more energy

The negative aspects: constipation has been an ongoing issue I'm dealing with. Some days are worse than others.

I'd take these side effects over where I was before any day.

Despite the side effects, this has been worth it for me.",5,103,Weight Loss,positive,1,1,1
REV_000595,Review_Platform,Drugs.com,19-05-2022,reviewer_364,Highly effective medication,"I've been taking Ozempic for 5 months for Type 2 Diabetes. I'm 32 years old and have struggled with type 2 diabetes for years.

On the plus side: my appetite is so much more manageable now

Challenges I've faced: exhaustion hits me in waves throughout the week. This has been difficult to manage.

I'm managing by crackers and bland foods. I'd take these side effects over where I was before any day.

Overall, I'm very satisfied and plan to continue.",5,72,Type 2 Diabetes,positive,1,1,1
REV_000596,Review_Platform,Drugs.com,07-12-2022,reviewer_180,Highly effective medication,"Been on this medication for 2 months now treating Weight Loss.

What's worked well: A1C improvement is incredible - 8.4 down to 6.2. This has reduced my need for other medications

Despite the side effects, this has been worth it for me.",4,41,Weight Loss,positive,1,0,0
REV_000597,Review_Platform,WebMD,20-04-2024,reviewer_424,Difficult to tolerate,"Been on this medication for 7 months now treating Weight Loss.

Challenges I've faced: the fatigue during the first week was intense. It's been quite challenging.

I'm not sure this medication is right for me.",2,118,Weight Loss,negative,0,1,0
REV_000598,Review_Platform,WebMD,12-11-2022,reviewer_451,Highly effective medication,"Started Ozempic over a year ago prescribed by my doctor for Weight Loss. As a 38-year-old with insulin resistance, this has been life-changing.

Benefits I've experienced: I'm finally not thinking about food 24/7

However, the side effects have been significant. tiredness is a real issue I'm working through. It's affecting my daily life.

I'm managing by crackers and bland foods. Honestly, it's a small price to pay for these results.

Overall, I'm very satisfied and plan to continue.",5,143,Weight Loss,positive,1,1,1
REV_000599,Review_Platform,WebMD,22-09-2023,reviewer_85,Highly effective medication,"My endocrinologist put me on Ozempic 2 months ago for Type 2 Diabetes. Background: 51F, type 2 diabetes diagnosis about 3 years ago.

Benefits I've experienced: I'm finally not thinking about food 24/7

Overall, I'm very satisfied and plan to continue.",5,100,Type 2 Diabetes,positive,1,0,0
REV_000600,Review_Platform,Drugs.com,04-05-2022,reviewer_48,Difficult to tolerate,"After almost a year using Ozempic for Type 2 Diabetes, here's my honest review:

Side effects I'm dealing with: struggling with constipation more than I expected. It's been quite challenging the nausea is real and it can be debilitating at times. It's affecting my daily life.

Consult carefully with your doctor about potential side effects.",1,57,Type 2 Diabetes,negative,0,1,0
REV_000601,Review_Platform,Drugs.com,17-03-2023,reviewer_285,Difficult to tolerate,"After 2 months using Ozempic for Weight Loss, here's my honest review:

Side effects I'm dealing with: I feel more tired than usual, especially after injection day. This is my biggest complaint getting headaches that I didn't have before. Some days are worse than others.

The side effects are too much for me to continue long-term.",1,15,Weight Loss,negative,0,1,0
REV_000602,Review_Platform,WebMD,01-12-2022,reviewer_72,Difficult to tolerate,"My endocrinologist put me on Ozempic half a year ago for Weight Loss.

However, the side effects have been significant. the nausea is real and it can be debilitating at times. Some days are worse than others.

I'm not sure this medication is right for me.",1,27,Weight Loss,negative,0,1,0
REV_000603,Review_Platform,Drugs.com,27-11-2023,reviewer_195,Highly effective medication,"Been on this medication for 8 months now treating Weight Loss. Background: 58F, obesity diagnosis about 3 years ago.

On the plus side: my appetite is so much more manageable now my A1C dropped from 8.4 to 6.0 and my doctor is thrilled. No more scary blood sugar spikes

Challenges I've faced: the nausea is pretty rough, especially in the first few days after injection. Some days are worse than others getting headaches that I didn't have before. It's been quite challenging.

I'm managing by crackers and bland foods. Honestly, it's a small price to pay for these results.

Despite the side effects, this has been worth it for me.",4,47,Weight Loss,positive,1,1,1
REV_000604,Review_Platform,Drugs.com,05-02-2022,reviewer_192,Highly effective medication,"My endocrinologist put me on Ozempic 2 months ago for Weight Loss. Background: 55F, obesity diagnosis about 3 years ago.

On the plus side: the scale shows 48 pounds down and I'm not even trying that hard. I feel more confident and healthier blood sugar control is the best it's been in years. I feel much more stable throughout the day

However, the side effects have been significant. tiredness is a real issue I'm working through. It's been quite challenging.

I'm managing by prescription anti-nausea meds. For me, these results are absolutely worth the discomfort. The improvements in my health markers make it worthwhile.

I would recommend this to others dealing with similar health issues.",5,48,Weight Loss,positive,1,1,1
REV_000605,Review_Platform,WebMD,21-12-2024,reviewer_471,Difficult to tolerate,"My endocrinologist put me on Ozempic a month ago for Type 2 Diabetes. I'm 32 years old and have struggled with weight issues for years.

The drawbacks: exhaustion hits me in waves throughout the week. It's affecting my daily life.

The side effects are too much for me to continue long-term.",2,91,Type 2 Diabetes,negative,0,1,0
REV_000606,Review_Platform,WebMD,05-01-2024,reviewer_241,Highly effective medication,"My endocrinologist put me on Ozempic 18 months ago for Weight Loss.

On the plus side: I've lost 42 pounds and honestly I can't believe it. This is the most I've ever lost on any medication my energy levels are through the roof

However, the side effects have been significant. dealing with persistent headaches, especially early on. It's been quite challenging tiredness is a real issue I'm working through. It's affecting my daily life.

I'm managing by eating smaller portions and staying hydrated. I'd take these side effects over where I was before any day.

Overall, I'm very satisfied and plan to continue.",5,131,Weight Loss,positive,1,1,1
REV_000607,Review_Platform,WebMD,25-04-2023,reviewer_215,Mixed results,"I've been taking Ozempic for 4 months for Type 2 Diabetes. As a 46-year-old with type 2 diabetes, this has been life-changing.

On the plus side: I can actually feel full and satisfied after normal portions my glucose readings are consistently in normal range now. This has reduced my need for other medications

However, the side effects have been significant. dealing with persistent nausea - some days are worse than others. This is my biggest complaint I feel more tired than usual, especially after injection day. Some days are worse than others.

I'm managing by ginger tea and small frequent meals.

Everyone's experience is different, but this is mine.",3,10,Type 2 Diabetes,mixed,1,1,0
REV_000608,Review_Platform,WebMD,09-09-2024,reviewer_83,Mixed results,"I've been taking Ozempic for 4 months for Weight Loss. Background: 58F, type 2 diabetes diagnosis about 3 years ago.

What's worked well: A1C improvement is incredible - 8.7 down to 6.4. No more scary blood sugar spikes

The negative aspects: exhaustion hits me in waves throughout the week. This is my biggest complaint.

I'm managing by ginger tea and small frequent meals.

Would I recommend it? Absolutely.",3,15,Weight Loss,mixed,1,1,0
REV_000609,Review_Platform,WebMD,28-08-2024,reviewer_38,Difficult to tolerate,"My endocrinologist put me on Ozempic 9 months ago for Type 2 Diabetes. Background: 46F, weight issues diagnosis about 3 years ago.

The negative aspects: I feel more tired than usual, especially after injection day. Some days are worse than others struggling with constipation more than I expected. This has been difficult to manage.

The side effects are too much for me to continue long-term.",2,3,Type 2 Diabetes,negative,0,1,0
REV_000610,Review_Platform,WebMD,27-12-2023,reviewer_256,Mixed results,"I've been taking Ozempic for over a year for Weight Loss. I'm 46 years old and have struggled with obesity for years.

The positives: I've lost 42 pounds and honestly I can't believe it. Friends and family have noticed the change

Challenges I've faced: reflux symptoms are more pronounced now. This is my biggest complaint.

I'm managing by anti-nausea medication from my doctor.

Would I recommend it? Not sure yet, still adjusting.",3,26,Weight Loss,mixed,1,1,0
REV_000611,Review_Platform,Drugs.com,07-04-2022,reviewer_309,Mixed results,"Been on this medication for almost a year now treating Weight Loss.

What's worked well: lost 48 lbs so far and people are starting to notice. My clothes fit better and I have more energy

Your mileage may vary - consult your doctor.",3,120,Weight Loss,mixed,1,0,0
REV_000612,Review_Platform,Drugs.com,27-08-2024,reviewer_175,Difficult to tolerate,"Been on this medication for 4 months now treating Weight Loss.

The drawbacks: tiredness is a real issue I'm working through. This has been difficult to manage.

Consult carefully with your doctor about potential side effects.",2,67,Weight Loss,negative,0,1,0
REV_000613,Review_Platform,WebMD,19-09-2022,reviewer_498,Highly effective medication,"My endocrinologist put me on Ozempic 3 months ago for Weight Loss.

What's worked well: lost 38 lbs so far and people are starting to notice. I feel more confident and healthier

The drawbacks: headaches have been more frequent since starting. This is my biggest complaint.

I'd take these side effects over where I was before any day.

Despite the side effects, this has been worth it for me.",4,45,Weight Loss,positive,1,1,1
REV_000614,Review_Platform,WebMD,20-10-2022,reviewer_462,Highly effective medication,"Been on this medication for a month now treating Weight Loss. Background: 32F, obesity diagnosis about 3 years ago.

Benefits I've experienced: I'm finally not thinking about food 24/7 my glucose readings are consistently in normal range now. I feel much more stable throughout the day

The negative aspects: heartburn is a new thing I'm dealing with. It's affecting my daily life.

I know it's tough but the alternative was worse. The improvements in my health markers make it worthwhile.

Overall, I'm very satisfied and plan to continue.",5,5,Weight Loss,positive,1,1,1
REV_000615,Review_Platform,WebMD,10-06-2024,reviewer_434,Difficult to tolerate,"Been on this medication for 5 months now treating Type 2 Diabetes. Background: 32F, obesity diagnosis about 3 years ago.

The negative aspects: heartburn is a new thing I'm dealing with. It's affecting my daily life.

Consult carefully with your doctor about potential side effects.",2,141,Type 2 Diabetes,negative,0,1,0
REV_000616,Review_Platform,Drugs.com,15-09-2024,reviewer_287,Highly effective medication,"My endocrinologist put me on Ozempic 2 months ago for Weight Loss. Background: 42F, type 2 diabetes diagnosis about 3 years ago.

Benefits I've experienced: the constant cravings have disappeared

The drawbacks: the constipation is uncomfortable and persistent. It's affecting my daily life getting headaches that I didn't have before. It's been quite challenging.

I'm managing by prescription anti-nausea meds. Honestly, it's a small price to pay for these results.

I'm glad my doctor suggested this medication.",4,117,Weight Loss,positive,1,1,1
REV_000617,Review_Platform,Drugs.com,08-04-2022,reviewer_147,Difficult to tolerate,"After 5 months using Ozempic for Type 2 Diabetes, here's my honest review:

However, the side effects have been significant. bathroom trips are more frequent with some diarrhea. This has been difficult to manage.

The side effects are too much for me to continue long-term.",2,108,Type 2 Diabetes,negative,0,1,0
REV_000618,Review_Platform,Drugs.com,04-12-2023,reviewer_386,Highly effective medication,"Been on this medication for 8 months now treating Weight Loss.

The positives: A1C improvement is incredible - 8.3 down to 5.9. This has reduced my need for other medications I'm finally not thinking about food 24/7

Side effects I'm dealing with: the nausea is real and it can be debilitating at times. It's been quite challenging the fatigue during the first week was intense. It's been quite challenging.

I'm managing by eating smaller portions and staying hydrated. For me, these results are absolutely worth the discomfort. This medication has given me hope for better health.

I'm glad my doctor suggested this medication.",4,21,Weight Loss,positive,1,1,1
REV_000619,Review_Platform,Drugs.com,25-05-2023,reviewer_421,Difficult to tolerate,"After 4 months using Ozempic for Weight Loss, here's my honest review:

Challenges I've faced: my hair doesn't feel as thick as it used to. Some days are worse than others.

Consult carefully with your doctor about potential side effects.",2,71,Weight Loss,negative,0,1,0
REV_000620,Review_Platform,Drugs.com,14-03-2022,reviewer_372,Difficult to tolerate,"After 2 months using Ozempic for Type 2 Diabetes, here's my honest review: As a 55-year-old with obesity, this has been life-changing.

Challenges I've faced: I do get waves of nausea that can be intense. Some days are worse than others.

I'm not sure this medication is right for me.",1,16,Type 2 Diabetes,negative,0,1,0
REV_000621,Review_Platform,Drugs.com,22-11-2023,reviewer_69,Difficult to tolerate,"Started Ozempic 2 months ago prescribed by my doctor for Type 2 Diabetes. As a 32-year-old with weight issues, this has been life-changing.

The side effects are too much for me to continue long-term.",1,70,Type 2 Diabetes,negative,0,0,0
REV_000622,Review_Platform,WebMD,16-08-2022,reviewer_279,Difficult to tolerate,"Been on this medication for 3 months now treating Type 2 Diabetes.

Side effects I'm dealing with: diarrhea comes and goes - it's unpredictable. It's been quite challenging.

The side effects are too much for me to continue long-term.",2,56,Type 2 Diabetes,negative,0,1,0
REV_000623,Review_Platform,WebMD,30-09-2023,reviewer_121,Difficult to tolerate,"My endocrinologist put me on Ozempic 8 months ago for Weight Loss. I'm 32 years old and have struggled with obesity for years.

Challenges I've faced: constipation has been an ongoing issue I'm dealing with. It's been quite challenging.

The side effects are too much for me to continue long-term.",1,100,Weight Loss,negative,0,1,0
REV_000624,Review_Platform,WebMD,27-06-2022,reviewer_415,Difficult to tolerate,"My endocrinologist put me on Ozempic half a year ago for Type 2 Diabetes.

However, the side effects have been significant. exhaustion hits me in waves throughout the week. Some days are worse than others the constipation is uncomfortable and persistent. It's affecting my daily life.

The benefits don't outweigh the challenges for me personally.",1,147,Type 2 Diabetes,negative,0,1,0
REV_000625,Review_Platform,WebMD,09-11-2022,reviewer_420,Highly effective medication,"Been on this medication for 7 months now treating Weight Loss. As a 55-year-old with obesity, this has been life-changing.

On the plus side: the fatigue I used to feel is mostly gone

The negative aspects: dealing with persistent headaches, especially early on. This has been difficult to manage.

I'm managing by ginger tea and small frequent meals. Compared to the health risks I was facing, this is manageable. This medication has given me hope for better health.

I'm glad my doctor suggested this medication.",5,121,Weight Loss,positive,1,1,1
REV_000626,Review_Platform,WebMD,04-05-2024,reviewer_407,Highly effective medication,"After 4 months using Ozempic for Type 2 Diabetes, here's my honest review: I'm 51 years old and have struggled with weight issues for years.

What's worked well: 38 pounds gone and I feel like a different person. Friends and family have noticed the change I have so much more energy throughout the day

However, the side effects have been significant. my hair doesn't feel as thick as it used to. This has been difficult to manage.

I'm managing by anti-nausea medication from my doctor. This is temporary discomfort for long-term health.

Despite the side effects, this has been worth it for me.",4,108,Type 2 Diabetes,positive,1,1,1
REV_000627,Review_Platform,WebMD,08-04-2023,reviewer_202,Difficult to tolerate,"I've been taking Ozempic for 18 months for Weight Loss.

The benefits don't outweigh the challenges for me personally.",1,73,Weight Loss,negative,0,0,0
REV_000628,Review_Platform,Drugs.com,02-11-2023,reviewer_74,Mixed results,"Started Ozempic 9 months ago prescribed by my doctor for Type 2 Diabetes. As a 38-year-old with type 2 diabetes, this has been life-changing.

The positives: my A1C dropped from 7.9 to 5.8 and my doctor is thrilled. This has reduced my need for other medications

Side effects I'm dealing with: dealing with persistent nausea - some days are worse than others. It's affecting my daily life.

Your mileage may vary - consult your doctor.",3,122,Type 2 Diabetes,mixed,1,1,0
REV_000629,Review_Platform,Drugs.com,17-08-2023,reviewer_18,Mixed results,"Been on this medication for 3 months now treating Type 2 Diabetes. Background: 42F, type 2 diabetes diagnosis about 3 years ago.

Benefits I've experienced: my glucose readings are consistently in normal range now. This has reduced my need for other medications the weight is literally melting off - down 18 lbs already. This is the most I've ever lost on any medication

Challenges I've faced: the nausea is pretty rough, especially in the first few days after injection. It's been quite challenging.

I'm managing by adjusting my meal timing.

Would I recommend it? Not sure yet, still adjusting.",3,39,Type 2 Diabetes,mixed,1,1,0
REV_000630,Review_Platform,Drugs.com,18-04-2024,reviewer_120,Difficult to tolerate,"After over a year using Ozempic for Weight Loss, here's my honest review:

The drawbacks: exhaustion hits me in waves throughout the week. It's been quite challenging.

The benefits don't outweigh the challenges for me personally.",2,94,Weight Loss,negative,0,1,0
REV_000631,Review_Platform,WebMD,05-05-2022,reviewer_64,Difficult to tolerate,"My endocrinologist put me on Ozempic half a year ago for Type 2 Diabetes.

What's worked well: the food noise in my head is completely gone

Challenges I've faced: constipation has been an ongoing issue I'm dealing with. This is my biggest complaint I feel more tired than usual, especially after injection day. It's been quite challenging.

Consult carefully with your doctor about potential side effects.",1,125,Type 2 Diabetes,negative,0,1,0
REV_000632,Review_Platform,Drugs.com,06-04-2023,reviewer_302,Highly effective medication,"My endocrinologist put me on Ozempic 5 months ago for Weight Loss. I'm 42 years old and have struggled with type 2 diabetes for years.

Benefits I've experienced: 42 pounds gone and I feel like a different person. Friends and family have noticed the change blood sugar control is the best it's been in years. I feel much more stable throughout the day

Side effects I'm dealing with: constipation has been an ongoing issue I'm dealing with. This is my biggest complaint.

I'm managing by adjusting my meal timing. The benefits far outweigh the side effects in my opinion. The improvements in my health markers make it worthwhile.

Despite the side effects, this has been worth it for me.",4,70,Weight Loss,positive,1,1,1
REV_000633,Review_Platform,Drugs.com,02-11-2022,reviewer_385,Highly effective medication,"Been on this medication for 5 months now treating Weight Loss.

The positives: the constant cravings have disappeared the weight is literally melting off - down 28 lbs already. Friends and family have noticed the change

Side effects I'm dealing with: I feel more tired than usual, especially after injection day. Some days are worse than others.

I'm managing by crackers and bland foods. The benefits far outweigh the side effects in my opinion. My quality of life has improved despite the side effects.

I would recommend this to others dealing with similar health issues.",4,101,Weight Loss,positive,1,1,1
REV_000634,Review_Platform,WebMD,16-05-2024,reviewer_148,Difficult to tolerate,"My endocrinologist put me on Ozempic 18 months ago for Type 2 Diabetes. I'm 42 years old and have struggled with type 2 diabetes for years.

What's worked well: the constant cravings have disappeared

Challenges I've faced: I do get waves of nausea that can be intense. It's been quite challenging.

I'm managing by eating smaller portions and staying hydrated.

The benefits don't outweigh the challenges for me personally.",2,99,Type 2 Diabetes,negative,0,1,0
REV_000635,Review_Platform,WebMD,08-10-2022,reviewer_158,Difficult to tolerate,"Started Ozempic almost a year ago prescribed by my doctor for Type 2 Diabetes. I'm 58 years old and have struggled with weight issues for years.

The drawbacks: the fatigue during the first week was intense. This is my biggest complaint.

Consult carefully with your doctor about potential side effects.",2,52,Type 2 Diabetes,negative,0,1,0
REV_000636,Review_Platform,Drugs.com,28-07-2022,reviewer_84,Difficult to tolerate,"My endocrinologist put me on Ozempic 2 months ago for Type 2 Diabetes.

However, the side effects have been significant. getting headaches that I didn't have before. It's affecting my daily life.

The side effects are too much for me to continue long-term.",2,57,Type 2 Diabetes,negative,0,1,0
REV_000637,Review_Platform,Drugs.com,24-04-2023,reviewer_323,Highly effective medication,"Started Ozempic 2 months ago prescribed by my doctor for Type 2 Diabetes.

The positives: blood sugar levels are finally stable - went from 9.3 to 6.0. My doctor is very pleased with these results

Challenges I've faced: digestive slowdown is real - constipation is annoying. It's been quite challenging.

The trade-off is worth it when I see the progress.

I'm glad my doctor suggested this medication.",5,109,Type 2 Diabetes,positive,1,1,1
REV_000638,Review_Platform,WebMD,01-03-2024,reviewer_239,Mixed results,"After half a year using Ozempic for Weight Loss, here's my honest review:

Benefits I've experienced: I've lost 22 pounds and honestly I can't believe it. I feel more confident and healthier

Side effects I'm dealing with: exhaustion hits me in waves throughout the week. Some days are worse than others.

Your mileage may vary - consult your doctor.",3,44,Weight Loss,mixed,1,1,0
REV_000639,Review_Platform,WebMD,08-02-2022,reviewer_226,Difficult to tolerate,"Been on this medication for almost a year now treating Type 2 Diabetes.

Challenges I've faced: bathroom trips are more frequent with some diarrhea. Some days are worse than others.

The side effects are too much for me to continue long-term.",2,128,Type 2 Diabetes,negative,0,1,0
REV_000640,Review_Platform,WebMD,12-03-2023,reviewer_232,Highly effective medication,"Been on this medication for 6 weeks now treating Weight Loss. Background: 42F, insulin resistance diagnosis about 3 years ago.

The positives: my A1C dropped from 8.1 to 6.1 and my doctor is thrilled. My doctor is very pleased with these results

The negative aspects: the nausea is pretty rough, especially in the first few days after injection. It's affecting my daily life.

I'm managing by taking it before bed so I sleep through the worst. The benefits far outweigh the side effects in my opinion.

Overall, I'm very satisfied and plan to continue.",4,31,Weight Loss,positive,1,1,1
REV_000641,Review_Platform,WebMD,02-11-2022,reviewer_258,Mixed results,"Started Ozempic 3 months ago prescribed by my doctor for Weight Loss. I'm 46 years old and have struggled with type 2 diabetes for years.

What's worked well: I can actually feel full and satisfied after normal portions

The drawbacks: the nausea is pretty rough, especially in the first few days after injection. It's affecting my daily life.

Would I recommend it? Absolutely.",3,66,Weight Loss,mixed,1,1,0
REV_000642,Review_Platform,WebMD,24-12-2023,reviewer_112,Highly effective medication,"Started Ozempic 5 months ago prescribed by my doctor for Weight Loss. As a 58-year-old with obesity, this has been life-changing.

Benefits I've experienced: I've lost 28 pounds and honestly I can't believe it. Friends and family have noticed the change

The negative aspects: the fatigue during the first week was intense. It's been quite challenging.

Honestly, it's a small price to pay for these results.

Despite the side effects, this has been worth it for me.",5,112,Weight Loss,positive,1,1,1
